booking_id,booking_date,status,channel,total_price,base_fare,taxes_fees,ancillary_revenue,customer_id,full_name,gender,customer_city,flight_id,flight_date,season,origin_city,destination_city,route_type
1407,2025-11-16,Completed,App,234.27,200.40,15.11,18.76,21,Chloe Davies,Other,Aberdeen,29,2025-01-29,Winter,Bristol,Edinburgh,Domestic
1408,2025-10-17,Completed,Web,178.87,126.25,10.88,41.74,44,Sam Green,Female,Inverness,204,2025-07-23,Summer,Birmingham,Newquay,Domestic
1409,2025-04-30,Completed,Web,163.92,97.61,30.97,35.34,39,James Thompson,Other,Belfast,446,2025-02-19,Winter,Bristol,Edinburgh,Domestic
1410,2025-12-19,Completed,Web,227.70,182.86,33.84,11.00,94,Jacob Patel,Other,Aberdeen,336,2025-12-02,Winter,Bristol,Edinburgh,Domestic
1411,2025-10-15,Completed,Web,174.92,122.39,22.65,29.88,113,Chloe White,Other,Inverness,719,2025-11-19,Autumn,London,Newcastle,Domestic
1412,2025-07-02,Completed,Web,118.68,83.89,16.79,18.00,114,Theo Hall,Male,Leeds,275,2025-10-02,Autumn,London,Manchester,Domestic
1413,2025-02-02,Completed,Web,140.01,116.19,23.31,0.51,118,Ella Adams,Other,Glasgow,198,2025-07-17,Summer,Birmingham,Newquay,Domestic
1414,2025-08-27,Completed,Web,227.90,193.47,25.79,8.64,20,Leo Cooper,Other,Newquay,339,2025-12-05,Winter,London,Birmingham,Domestic
1415,2025-11-10,Completed,Web,176.41,148.45,12.61,15.35,76,Alex Adams,Female,Jersey,600,2025-07-23,Summer,Manchester,Newquay,Domestic
1416,2025-10-29,Completed,App,213.16,177.12,22.36,13.68,117,Harry Brown,Female,Edinburgh,94,2025-04-04,Spring,London,Manchester,Domestic
1417,2025-02-02,Completed,Web,178.01,139.30,18.67,20.04,97,Morgan Taylor,Male,Glasgow,232,2025-08-20,Summer,London,Newquay,Domestic
1418,2025-07-20,Completed,App,119.87,93.46,17.89,8.52,112,Isla Walker,Other,Newcastle,225,2025-08-13,Summer,London,Newquay,Domestic
1419,2025-03-21,Completed,Agent,140.15,83.93,18.64,37.58,2,Jacob Davies,Female,Newcastle,325,2025-11-21,Autumn,London,Birmingham,Domestic
1420,2025-08-24,Completed,Web,170.91,127.32,24.04,19.55,108,Chris Taylor,Female,Belfast,118,2025-04-28,Spring,Newcastle,Bristol,Domestic
1421,2025-12-28,Completed,Web,114.79,93.24,20.59,0.96,107,Mia Smith,Female,Manchester,130,2025-05-10,Spring,London,Manchester,Domestic
1422,2025-08-23,Completed,App,226.97,191.99,11.70,23.28,115,Jack White,Male,Manchester,684,2025-10-15,Autumn,Newcastle,Bristol,Domestic
1423,2025-10-08,Completed,Web,139.67,89.63,29.91,20.13,110,Olivia Wright,Other,Belfast,655,2025-09-16,Autumn,Belfast,Glasgow,Domestic
1424,2025-11-20,Completed,App,104.69,72.88,30.37,1.44,82,Ethan Davies,Other,Jersey,752,2025-12-22,Winter,London,Edinburgh,Domestic
1425,2025-01-16,Completed,Web,222.44,183.61,12.60,26.23,65,Morgan Wright,Male,Jersey,708,2025-11-08,Autumn,London,Birmingham,Domestic
1426,2025-10-23,Completed,Web,152.12,136.88,10.49,4.75,93,Isla Walker,Male,Glasgow,278,2025-10-05,Autumn,Birmingham,Leeds,Domestic
1427,2025-12-29,Completed,Web,238.62,186.66,12.15,39.81,39,James Thompson,Other,Belfast,407,2025-01-11,Winter,London,Glasgow,Domestic
1428,2025-12-14,Completed,Web,228.25,182.49,13.81,31.95,76,Alex Adams,Female,Jersey,745,2025-12-15,Winter,Edinburgh,Manchester,Domestic
1429,2025-11-26,Completed,App,249.63,172.20,33.05,44.38,102,Leo Baker,Other,Inverness,608,2025-07-31,Summer,London,Newquay,Domestic
1430,2026-01-23,Completed,Web,204.26,160.43,18.91,24.92,116,Chloe Adams,Male,Inverness,649,2025-09-10,Autumn,London,Bristol,Domestic
1431,2025-08-17,Completed,Web,141.17,97.85,23.30,20.02,105,Sophia Williams,Male,Belfast,425,2025-01-29,Winter,Edinburgh,Manchester,Domestic
1432,2025-01-06,Completed,Web,152.52,114.75,11.56,26.21,34,Emily Cooper,Male,Jersey,246,2025-09-03,Autumn,London,Birmingham,Domestic
1433,2025-12-08,Completed,Web,106.89,84.69,10.98,11.22,59,Sophia Thompson,Male,Aberdeen,574,2025-06-27,Summer,Manchester,Jersey,Domestic
1434,2025-10-14,Completed,App,224.54,177.82,23.41,23.31,26,Alex Baker,Female,London,298,2025-10-25,Autumn,Edinburgh,Manchester,Domestic
1435,2025-03-10,Cancelled,Web,107.50,81.61,20.66,5.23,59,Sophia Thompson,Male,Aberdeen,26,2025-01-26,Winter,Edinburgh,Manchester,Domestic
1436,2025-04-23,Completed,Web,137.78,102.18,27.66,7.94,104,Harry Adams,Female,Bristol,298,2025-10-25,Autumn,Edinburgh,Manchester,Domestic
1437,2025-12-17,Completed,App,270.23,199.74,34.72,35.77,91,Ethan Smith,Female,Glasgow,742,2025-12-12,Winter,Bristol,Edinburgh,Domestic
1438,2025-03-06,Completed,App,202.63,146.31,33.88,22.44,34,Emily Cooper,Male,Jersey,180,2025-06-29,Summer,Manchester,Newquay,Domestic
1439,2025-05-17,Completed,Web,206.39,165.40,14.38,26.61,88,Ava Taylor,Male,Glasgow,51,2025-02-20,Winter,Bristol,Edinburgh,Domestic
1440,2025-04-29,Completed,App,172.01,118.82,15.28,37.91,32,Oliver White,Male,Glasgow,617,2025-08-09,Summer,Birmingham,Newquay,Domestic
1441,2026-01-12,Completed,App,138.76,92.80,21.00,24.96,73,Ella Wilson,Male,Newquay,409,2025-01-13,Winter,London,Glasgow,Domestic
1442,2026-01-25,Completed,Web,199.57,184.26,11.85,3.46,64,Leo Taylor,Other,London,79,2025-03-20,Spring,Newcastle,Bristol,Domestic
1443,2025-12-18,Completed,Web,232.04,200.11,16.78,15.15,38,James Taylor,Female,Jersey,157,2025-06-06,Summer,Birmingham,Newquay,Domestic
1444,2025-03-23,Completed,Web,127.03,87.99,16.15,22.89,41,Ava Jones,Male,Newcastle,4,2025-01-04,Winter,Belfast,Glasgow,Domestic
1445,2025-07-31,Completed,App,148.08,115.75,21.98,10.35,33,Alex Thompson,Female,Glasgow,92,2025-04-02,Spring,Newcastle,Bristol,Domestic
1446,2026-01-16,Completed,Web,177.64,124.49,24.44,28.71,108,Chris Taylor,Female,Belfast,106,2025-04-16,Spring,Newcastle,Bristol,Domestic
1447,2025-09-11,Completed,Web,107.48,78.36,22.09,7.03,65,Morgan Wright,Male,Jersey,467,2025-03-12,Spring,Birmingham,Leeds,Domestic
1448,2025-04-30,Cancelled,App,203.42,178.04,23.23,2.15,61,James Johnson,Female,Aberdeen,253,2025-09-10,Autumn,Edinburgh,Manchester,Domestic
1449,2025-08-30,Completed,App,219.22,160.43,15.43,43.36,67,Theo Patel,Other,Leeds,18,2025-01-18,Winter,London,Manchester,Domestic
1450,2025-12-07,Completed,Web,232.01,195.20,10.94,25.87,81,James Wilson,Other,Manchester,687,2025-10-18,Autumn,London,Bristol,Domestic
1451,2025-06-22,Completed,Web,224.01,185.89,13.15,24.97,100,Liam Smith,Female,Jersey,57,2025-02-26,Winter,London,Manchester,Domestic
1452,2025-08-30,Completed,Web,142.23,115.88,12.15,14.20,12,Harry Scott,Female,Newcastle,207,2025-07-26,Summer,Manchester,Newquay,Domestic
1453,2025-09-05,Completed,App,103.46,86.61,14.95,1.90,119,Alex King,Female,Jersey,122,2025-05-02,Spring,London,Bristol,Domestic
1454,2025-09-27,Completed,Web,149.22,113.77,32.64,2.81,94,Jacob Patel,Other,Aberdeen,18,2025-01-18,Winter,London,Manchester,Domestic
1455,2025-07-09,Completed,Web,230.78,184.14,15.93,30.71,1,Chloe Patel,Male,Newcastle,281,2025-10-08,Autumn,Birmingham,Leeds,Domestic
1456,2025-05-19,Completed,Web,140.06,112.19,19.02,8.85,76,Alex Adams,Female,Jersey,571,2025-06-24,Summer,Manchester,Jersey,Domestic
1457,2025-01-25,Completed,Web,163.29,129.80,17.00,16.49,7,Jack Hall,Other,Bristol,465,2025-03-10,Spring,London,Manchester,Domestic
1458,2025-03-22,Completed,Web,138.32,99.58,11.95,26.79,68,Leo Williams,Other,Glasgow,8,2025-01-08,Winter,Belfast,Glasgow,Domestic
1459,2025-12-25,Completed,Web,199.77,135.98,27.79,36.00,3,Chris Baker,Female,Glasgow,287,2025-10-14,Autumn,Edinburgh,Manchester,Domestic
1460,2026-01-09,Completed,App,132.65,75.37,14.82,42.46,71,Jordan Wilson,Other,Inverness,583,2025-07-06,Summer,Manchester,Jersey,Domestic
1461,2025-11-25,Completed,Web,202.90,171.59,19.56,11.75,99,Jordan Green,Female,Newcastle,487,2025-04-01,Spring,Edinburgh,Manchester,Domestic
1462,2026-01-05,Completed,Web,167.86,118.30,20.45,29.11,59,Sophia Thompson,Male,Aberdeen,313,2025-11-09,Autumn,London,Birmingham,Domestic
1463,2025-12-19,Completed,Web,180.39,128.08,26.07,26.24,117,Harry Brown,Female,Edinburgh,135,2025-05-15,Spring,Leeds,Bristol,Domestic
1464,2025-07-08,Completed,Agent,151.37,99.15,15.25,36.97,101,Sam King,Male,Jersey,337,2025-12-03,Winter,London,Edinburgh,Domestic
1465,2025-09-14,Completed,Web,256.29,181.01,31.68,43.60,96,Olivia Taylor,Male,Bristol,583,2025-07-06,Summer,Manchester,Jersey,Domestic
1466,2026-01-14,Completed,Web,217.38,184.45,18.82,14.11,112,Isla Walker,Other,Newcastle,405,2025-01-09,Winter,Belfast,Glasgow,Domestic
1467,2025-05-04,Completed,Web,128.38,78.38,19.75,30.25,108,Chris Taylor,Female,Belfast,2,2025-01-02,Winter,Bristol,Edinburgh,Domestic
1468,2025-11-01,Completed,App,241.01,191.38,14.77,34.86,46,James Davies,Female,Newquay,502,2025-04-16,Spring,Birmingham,Leeds,Domestic
1469,2025-01-22,Completed,Web,212.31,170.55,27.32,14.44,117,Harry Brown,Female,Edinburgh,494,2025-04-08,Spring,London,Birmingham,Domestic
1470,2025-06-29,Cancelled,Web,153.10,123.55,19.17,10.38,112,Isla Walker,Other,Newcastle,681,2025-10-12,Autumn,London,Manchester,Domestic
1471,2025-03-30,Completed,App,235.73,203.39,18.41,13.93,30,Casey Brown,Female,Jersey,588,2025-07-11,Summer,Birmingham,Newquay,Domestic
1472,2025-10-31,Completed,Web,192.87,145.74,34.90,12.23,95,Emily Scott,Male,Newquay,666,2025-09-27,Autumn,Birmingham,Leeds,Domestic
1473,2025-10-04,Cancelled,Web,120.09,82.28,18.24,19.57,42,Jacob Hall,Other,Belfast,330,2025-11-26,Autumn,Edinburgh,Manchester,Domestic
1474,2025-04-05,Completed,App,243.65,179.07,23.54,41.04,37,Jamie Wright,Male,London,314,2025-11-10,Autumn,London,Birmingham,Domestic
1475,2025-09-16,Completed,Web,193.67,151.04,30.84,11.79,41,Ava Jones,Male,Newcastle,238,2025-08-26,Summer,Birmingham,Newquay,Domestic
1476,2025-01-23,Completed,Web,115.65,80.11,17.72,17.82,34,Emily Cooper,Male,Jersey,183,2025-07-02,Summer,Birmingham,Newquay,Domestic
1477,2025-11-12,Completed,Web,253.30,193.12,34.26,25.92,98,Taylor Smith,Female,Jersey,179,2025-06-28,Summer,London,Newquay,Domestic
1478,2025-11-27,Cancelled,Web,119.14,97.59,17.26,4.29,80,Jordan Baker,Female,Leeds,720,2025-11-20,Autumn,Belfast,Glasgow,Domestic
1479,2025-06-29,Completed,Web,239.04,192.34,11.87,34.83,111,Ella Jones,Male,Glasgow,496,2025-04-10,Spring,Bristol,Edinburgh,Domestic
1480,2025-11-24,Completed,App,235.19,196.33,15.85,23.01,108,Chris Taylor,Female,Belfast,490,2025-04-04,Spring,Birmingham,Leeds,Domestic
1481,2025-01-23,Completed,Web,199.47,176.30,16.33,6.84,87,Ella Adams,Female,Leeds,716,2025-11-16,Autumn,London,Glasgow,Domestic
1482,2025-12-30,Completed,App,184.54,155.10,15.63,13.81,81,James Wilson,Other,Manchester,277,2025-10-04,Autumn,Edinburgh,Manchester,Domestic
1483,2026-01-30,Completed,Web,187.20,141.20,21.83,24.17,110,Olivia Wright,Other,Belfast,230,2025-08-18,Summer,Birmingham,Newquay,Domestic
1484,2025-08-16,Completed,Web,135.03,106.72,18.75,9.56,40,Jacob King,Female,Newquay,707,2025-11-07,Autumn,Belfast,Glasgow,Domestic
1485,2025-05-15,Completed,Web,128.84,95.29,14.56,18.99,10,Chloe Davies,Male,Newquay,296,2025-10-23,Autumn,Birmingham,Leeds,Domestic
1486,2025-03-14,Completed,Web,154.30,91.53,20.58,42.19,7,Jack Hall,Other,Bristol,237,2025-08-25,Summer,Birmingham,Newquay,Domestic
1487,2025-05-14,Completed,Web,191.86,138.97,16.32,36.57,39,James Thompson,Other,Belfast,85,2025-03-26,Spring,Newcastle,Bristol,Domestic
1488,2025-01-14,Completed,Web,217.32,174.79,28.69,13.84,57,Harry Green,Other,Newquay,556,2025-06-09,Summer,Manchester,Newquay,Domestic
1489,2025-07-02,Completed,Agent,109.91,76.67,25.66,7.58,8,Ethan Davies,Female,Birmingham,319,2025-11-15,Autumn,London,Birmingham,Domestic
1490,2025-06-01,Completed,Web,117.65,91.21,18.48,7.96,113,Chloe White,Other,Inverness,55,2025-02-24,Winter,London,Edinburgh,Domestic
1491,2025-08-29,Cancelled,App,225.74,165.68,29.86,30.20,14,Casey Baker,Other,Newquay,591,2025-07-14,Summer,London,Jersey,Domestic
1492,2025-11-25,Completed,Web,200.08,167.34,23.26,9.48,36,Morgan Adams,Female,Bristol,685,2025-10-16,Autumn,London,Birmingham,Domestic
1493,2025-10-09,Cancelled,App,214.81,185.13,29.01,0.67,110,Olivia Wright,Other,Belfast,653,2025-09-14,Autumn,Newcastle,Bristol,Domestic
1494,2025-01-28,Completed,Web,262.05,206.03,12.51,43.51,98,Taylor Smith,Female,Jersey,241,2025-08-29,Summer,Birmingham,Newquay,Domestic
1495,2025-02-26,Completed,Web,212.42,165.85,18.01,28.56,106,Liam Hall,Male,Glasgow,426,2025-01-30,Winter,Edinburgh,Aberdeen,Domestic
1496,2025-05-29,Completed,Web,118.00,82.32,24.39,11.29,68,Leo Williams,Other,Glasgow,294,2025-10-21,Autumn,London,Birmingham,Domestic
1497,2025-08-26,Completed,Web,152.83,85.80,27.46,39.57,52,Liam Adams,Female,Jersey,622,2025-08-14,Summer,Manchester,Jersey,Domestic
1498,2025-06-22,Completed,Web,193.98,130.23,32.26,31.49,26,Alex Baker,Female,London,283,2025-10-10,Autumn,London,Birmingham,Domestic
1499,2025-02-25,Completed,Web,110.55,74.74,31.60,4.21,26,Alex Baker,Female,London,414,2025-01-18,Winter,Edinburgh,Manchester,Domestic
1500,2025-01-13,Completed,Agent,153.12,97.20,31.71,24.21,69,Chris Adams,Female,London,360,2025-12-26,Winter,Edinburgh,Manchester,Domestic
1501,2025-12-21,Completed,Web,160.75,113.31,12.92,34.52,44,Sam Green,Female,Inverness,181,2025-06-30,Summer,Manchester,Newquay,Domestic
1502,2025-01-02,Completed,Web,119.14,77.22,12.61,29.31,6,Taylor Baker,Male,Birmingham,373,2026-01-08,Winter,London,Manchester,Domestic
1503,2025-12-16,Completed,App,121.53,88.40,17.69,15.44,113,Chloe White,Other,Inverness,375,2026-01-10,Winter,London,Birmingham,Domestic
1504,2025-12-06,Completed,App,211.41,159.60,25.56,26.25,65,Morgan Wright,Male,Jersey,406,2025-01-10,Winter,Belfast,Glasgow,Domestic
1505,2025-08-26,Completed,App,159.06,109.46,17.45,32.15,109,Ava Jones,Female,Newquay,242,2025-08-30,Summer,London,Newquay,Domestic
1506,2025-01-15,Completed,Web,115.73,90.15,13.32,12.26,38,James Taylor,Female,Jersey,592,2025-07-15,Summer,Birmingham,Newquay,Domestic
1507,2026-01-16,Completed,Web,178.05,116.78,18.50,42.77,55,Cameron Wilson,Other,Birmingham,525,2025-05-09,Spring,Birmingham,Leeds,Domestic
1508,2025-06-06,Completed,Web,229.51,175.11,20.65,33.75,33,Alex Thompson,Female,Glasgow,507,2025-04-21,Spring,London,Edinburgh,Domestic
1509,2025-05-23,Completed,Web,170.17,148.57,21.13,0.47,50,Lily King,Female,Glasgow,248,2025-09-05,Autumn,Birmingham,Leeds,Domestic
1510,2025-03-30,Completed,App,155.68,116.11,34.96,4.61,97,Morgan Taylor,Male,Glasgow,151,2025-05-31,Spring,Newcastle,Bristol,Domestic
1511,2025-02-14,Completed,App,236.60,191.09,18.56,26.95,40,Jacob King,Female,Newquay,399,2025-01-03,Winter,London,Manchester,Domestic
1512,2025-03-22,Completed,Web,170.28,152.02,16.98,1.28,100,Liam Smith,Female,Jersey,17,2025-01-17,Winter,London,Edinburgh,Domestic
1513,2026-01-04,Completed,Web,177.69,140.95,19.31,17.43,5,Chris Taylor,Male,Jersey,514,2025-04-28,Spring,London,Birmingham,Domestic
1514,2025-10-10,Completed,Web,179.65,143.00,27.74,8.91,48,Morgan Adams,Other,Leeds,1,2025-01-01,Winter,Belfast,Glasgow,Domestic
1515,2026-01-16,Completed,App,227.01,176.81,21.91,28.29,113,Chloe White,Other,Inverness,516,2025-04-30,Spring,Edinburgh,Manchester,Domestic
1516,2025-12-13,Completed,Web,208.58,172.77,24.73,11.08,98,Taylor Smith,Female,Jersey,790,2026-01-29,Winter,Bristol,Edinburgh,Domestic
1517,2025-04-12,Completed,Web,206.36,150.44,17.84,38.08,86,Casey Hall,Other,Birmingham,396,2026-01-31,Winter,Edinburgh,Manchester,Domestic
1518,2025-12-19,Cancelled,Web,132.50,79.25,21.42,31.83,13,Leo Cooper,Female,Aberdeen,581,2025-07-04,Summer,Manchester,Newquay,Domestic
1519,2025-11-23,Completed,Web,213.18,152.93,30.71,29.54,30,Casey Brown,Female,Jersey,610,2025-08-02,Summer,London,Jersey,Domestic
1520,2025-11-05,Completed,Web,236.43,187.55,13.01,35.87,93,Isla Walker,Male,Glasgow,233,2025-08-21,Summer,London,Newquay,Domestic
1521,2025-03-17,Cancelled,Web,221.81,183.01,23.21,15.59,13,Leo Cooper,Female,Aberdeen,390,2026-01-25,Winter,London,Edinburgh,Domestic
1522,2025-09-26,Completed,Web,211.89,162.85,23.86,25.18,80,Jordan Baker,Female,Leeds,761,2025-12-31,Winter,London,Glasgow,Domestic
1523,2025-07-27,Completed,App,213.25,176.34,30.48,6.43,109,Ava Jones,Female,Newquay,595,2025-07-18,Summer,Manchester,Newquay,Domestic
1524,2025-01-06,Completed,Web,248.20,189.87,28.39,29.94,85,Morgan Patel,Male,Leeds,174,2025-06-23,Summer,Birmingham,Newquay,Domestic
1525,2025-02-24,Completed,Web,192.23,132.27,21.76,38.20,90,Sophia Green,Female,London,156,2025-06-05,Summer,Birmingham,Newquay,Domestic
1526,2025-11-17,Completed,Web,195.11,151.48,18.83,24.80,39,James Thompson,Other,Belfast,687,2025-10-18,Autumn,London,Bristol,Domestic
1527,2025-05-25,Completed,Web,277.78,205.72,30.02,42.04,35,Noah Adams,Female,Jersey,629,2025-08-21,Summer,London,Newquay,Domestic
1528,2025-12-05,Completed,App,207.25,162.28,16.64,28.33,64,Leo Taylor,Other,London,727,2025-11-27,Autumn,Belfast,Glasgow,Domestic
1529,2025-04-26,Completed,Web,124.76,72.27,12.80,39.69,36,Morgan Adams,Female,Bristol,44,2025-02-13,Winter,Belfast,Glasgow,Domestic
1530,2025-12-22,Completed,Web,224.60,167.72,15.82,41.06,6,Taylor Baker,Male,Birmingham,459,2025-03-04,Spring,Newcastle,Bristol,Domestic
1531,2025-03-12,Completed,Web,128.63,106.62,11.89,10.12,49,Morgan Williams,Other,Edinburgh,182,2025-07-01,Summer,London,Newquay,Domestic
1532,2025-03-01,Completed,Web,240.37,189.92,29.45,21.00,40,Jacob King,Female,Newquay,734,2025-12-04,Winter,London,Manchester,Domestic
1533,2025-11-04,Completed,Web,174.13,105.55,24.73,43.85,102,Leo Baker,Other,Inverness,120,2025-04-30,Spring,Edinburgh,Manchester,Domestic
1534,2025-06-21,Completed,App,168.93,142.10,18.33,8.50,72,Liam Williams,Other,Belfast,600,2025-07-23,Summer,Manchester,Newquay,Domestic
1535,2025-05-15,Completed,Web,255.49,205.06,10.77,39.66,17,Emily Cooper,Male,Manchester,71,2025-03-12,Spring,Edinburgh,Manchester,Domestic
1536,2025-08-07,Completed,Web,254.46,209.17,26.17,19.12,87,Ella Adams,Female,Leeds,558,2025-06-11,Summer,London,Newquay,Domestic
1537,2025-05-20,Completed,Web,180.05,155.23,14.08,10.74,15,Ava White,Male,Inverness,496,2025-04-10,Spring,Bristol,Edinburgh,Domestic
1538,2025-08-30,Completed,App,250.81,204.92,12.55,33.34,8,Ethan Davies,Female,Birmingham,374,2026-01-09,Winter,Bristol,Edinburgh,Domestic
1539,2025-02-06,Completed,App,183.00,160.36,21.85,0.79,117,Harry Brown,Female,Edinburgh,592,2025-07-15,Summer,Birmingham,Newquay,Domestic
1540,2025-02-15,Completed,Web,176.52,131.14,25.04,20.34,77,Ava King,Female,Manchester,505,2025-04-19,Spring,Birmingham,Leeds,Domestic
1541,2025-06-20,Completed,Web,154.15,118.33,26.61,9.21,103,Ava Johnson,Other,Manchester,775,2026-01-14,Winter,Belfast,Glasgow,Domestic
1542,2025-03-02,Completed,Web,135.41,86.11,22.56,26.74,107,Mia Smith,Female,Manchester,396,2026-01-31,Winter,Edinburgh,Manchester,Domestic
1543,2025-07-25,Completed,App,245.83,202.68,27.36,15.79,76,Alex Adams,Female,Jersey,304,2025-10-31,Autumn,Birmingham,Leeds,Domestic
1544,2025-12-15,Completed,Web,234.82,200.63,12.21,21.98,91,Ethan Smith,Female,Glasgow,712,2025-11-12,Autumn,London,Manchester,Domestic
1545,2025-12-02,Completed,Web,231.88,202.89,11.01,17.98,112,Isla Walker,Other,Newcastle,770,2026-01-09,Winter,Edinburgh,Manchester,Domestic
1546,2026-01-09,Completed,App,135.64,90.96,23.61,21.07,108,Chris Taylor,Female,Belfast,391,2026-01-26,Winter,London,Edinburgh,Domestic
1547,2025-02-03,Completed,Web,142.02,100.82,33.08,8.12,18,Cameron Thompson,Female,Glasgow,224,2025-08-12,Summer,Birmingham,Newquay,Domestic
1548,2025-06-10,Completed,Web,136.30,87.28,31.27,17.75,2,Jacob Davies,Female,Newcastle,284,2025-10-11,Autumn,London,Manchester,Domestic
1549,2025-08-25,Completed,Web,193.00,128.34,22.09,42.57,14,Casey Baker,Other,Newquay,232,2025-08-20,Summer,London,Newquay,Domestic
1550,2025-12-03,Completed,Web,140.80,108.92,10.61,21.27,54,Ethan Patel,Male,London,651,2025-09-12,Autumn,London,Birmingham,Domestic
1551,2025-01-11,Completed,Web,155.95,116.53,32.10,7.32,19,Ella Walker,Female,London,100,2025-04-10,Spring,Edinburgh,Manchester,Domestic
1552,2026-01-04,Completed,Web,219.48,187.47,16.90,15.11,97,Morgan Taylor,Male,Glasgow,253,2025-09-10,Autumn,Edinburgh,Manchester,Domestic
1553,2025-04-27,Completed,Web,215.43,180.80,10.70,23.93,65,Morgan Wright,Male,Jersey,707,2025-11-07,Autumn,Belfast,Glasgow,Domestic
1554,2025-12-19,Completed,Web,165.57,109.95,32.58,23.04,33,Alex Thompson,Female,Glasgow,285,2025-10-12,Autumn,Birmingham,Leeds,Domestic
1555,2025-06-06,Completed,Web,246.57,207.95,21.43,17.19,11,Leo Baker,Other,Newquay,81,2025-03-22,Spring,Edinburgh,Manchester,Domestic
1556,2026-01-16,Completed,Web,229.27,205.16,11.51,12.60,25,Lily Brown,Female,Jersey,215,2025-08-03,Summer,Manchester,Newquay,Domestic
1557,2025-05-26,Completed,Web,168.16,147.33,10.10,10.73,11,Leo Baker,Other,Newquay,480,2025-03-25,Spring,Newcastle,Bristol,Domestic
1558,2025-08-14,Completed,App,164.79,106.44,31.08,27.27,105,Sophia Williams,Male,Belfast,522,2025-05-06,Spring,Leeds,Bristol,Domestic
1559,2025-05-05,Completed,Web,227.05,186.62,25.91,14.52,59,Sophia Thompson,Male,Aberdeen,525,2025-05-09,Spring,Birmingham,Leeds,Domestic
1560,2025-07-09,Completed,Web,142.15,83.57,34.54,24.04,64,Leo Taylor,Other,London,271,2025-09-28,Autumn,London,Manchester,Domestic
1561,2025-05-09,Completed,App,125.87,93.59,13.14,19.14,97,Morgan Taylor,Male,Glasgow,80,2025-03-21,Spring,London,Bristol,Domestic
1562,2025-07-29,Completed,Web,198.17,147.90,17.84,32.43,94,Jacob Patel,Other,Aberdeen,57,2025-02-26,Winter,London,Manchester,Domestic
1563,2025-02-15,Completed,Web,126.21,87.77,10.80,27.64,97,Morgan Taylor,Male,Glasgow,362,2025-12-28,Winter,London,Birmingham,Domestic
1564,2026-01-10,Completed,Web,135.53,79.48,19.44,36.61,66,Alex Scott,Other,Manchester,114,2025-04-24,Spring,London,Bristol,Domestic
1565,2025-01-16,Completed,Web,156.73,99.24,28.61,28.88,79,Grace Cooper,Female,Jersey,573,2025-06-26,Summer,London,Jersey,Domestic
1566,2025-01-17,Completed,Web,98.70,79.90,16.19,2.61,70,Theo Jones,Female,Aberdeen,543,2025-05-27,Spring,London,Birmingham,Domestic
1567,2025-05-18,Completed,Web,127.43,93.44,28.78,5.21,117,Harry Brown,Female,Edinburgh,127,2025-05-07,Spring,Leeds,Bristol,Domestic
1568,2025-03-20,Completed,App,217.29,172.33,19.75,25.21,94,Jacob Patel,Other,Aberdeen,486,2025-03-31,Spring,London,Manchester,Domestic
1569,2025-11-06,Cancelled,Web,163.29,127.06,25.67,10.56,98,Taylor Smith,Female,Jersey,716,2025-11-16,Autumn,London,Glasgow,Domestic
1570,2025-12-12,Completed,Web,232.79,164.57,34.17,34.05,71,Jordan Wilson,Other,Inverness,341,2025-12-07,Winter,Edinburgh,Manchester,Domestic
1571,2025-08-16,Completed,App,176.43,148.20,15.08,13.15,38,James Taylor,Female,Jersey,467,2025-03-12,Spring,Birmingham,Leeds,Domestic
1572,2025-01-21,Completed,Web,235.23,168.33,30.43,36.47,81,James Wilson,Other,Manchester,360,2025-12-26,Winter,Edinburgh,Manchester,Domestic
1573,2025-05-22,Completed,Agent,215.54,174.56,33.72,7.26,66,Alex Scott,Other,Manchester,566,2025-06-19,Summer,London,Newquay,Domestic
1574,2025-05-10,Completed,Web,122.21,76.98,12.68,32.55,1,Chloe Patel,Male,Newcastle,126,2025-05-06,Spring,Leeds,Bristol,Domestic
1575,2025-07-21,Completed,App,172.62,128.88,27.77,15.97,117,Harry Brown,Female,Edinburgh,648,2025-09-09,Autumn,Belfast,Glasgow,Domestic
1576,2025-07-21,Completed,App,273.91,202.09,33.07,38.75,43,Ethan Cooper,Male,Leeds,120,2025-04-30,Spring,Edinburgh,Manchester,Domestic
1577,2025-06-30,Completed,Web,213.54,162.06,25.47,26.01,58,Isla Thompson,Other,Newcastle,442,2025-02-15,Winter,Bristol,Edinburgh,Domestic
1578,2025-09-07,Cancelled,App,120.20,97.40,14.63,8.17,111,Ella Jones,Male,Glasgow,738,2025-12-08,Winter,Edinburgh,Aberdeen,Domestic
1579,2025-08-13,Completed,App,212.27,158.71,12.59,40.97,44,Sam Green,Female,Inverness,194,2025-07-13,Summer,London,Newquay,Domestic
1580,2025-06-03,Completed,Web,139.27,86.60,12.90,39.77,38,James Taylor,Female,Jersey,474,2025-03-19,Spring,London,Birmingham,Domestic
1581,2025-11-17,Completed,Web,192.02,163.62,19.34,9.06,11,Leo Baker,Other,Newquay,180,2025-06-29,Summer,Manchester,Newquay,Domestic
1582,2025-06-30,Completed,Web,144.37,98.54,14.53,31.30,104,Harry Adams,Female,Bristol,617,2025-08-09,Summer,Birmingham,Newquay,Domestic
1583,2025-08-16,Completed,App,239.92,178.24,18.69,42.99,119,Alex King,Female,Jersey,688,2025-10-19,Autumn,Edinburgh,Manchester,Domestic
